Date,PEP,KO
2022-04-29,5.06613555725309,4.093248380579788
2022-05-02,5.042862746274412,4.07497378746497
2022-05-03,5.044232718990796,4.069283056004257
2022-05-04,5.0785789228291796,4.099727842961185
2022-05-05,5.058418452614726,4.0916994527242405
2022-05-06,5.0585356931224155,4.0952584638430505
2022-05-09,5.066077238176317,4.093248380579788
2022-05-10,5.064853485672244,4.08391855583973
2022-05-11,5.060001832153903,4.088594252956607
2022-05-12,5.058477026100174,4.0916994527242405
2022-05-13,5.0777732969634775,4.110282536369351
2022-05-16,5.087796374901934,4.113927770489589
2022-05-17,5.082024096757373,4.1111949976070115
2022-05-18,5.018058439228652,4.039026369491193
2022-05-19,5.002974289181224,4.019223852393857
2022-05-20,5.0092203123618155,4.0354251256762
2022-05-23,5.029903820899617,4.065789264276913
2022-05-24,5.043220529775486,4.084074658088948
2022-05-25,5.050049657743863,4.0848553816857835
2022-05-26,5.056773697841899,4.088438854689081
2022-05-27,5.0664848231104,4.094331274271674
2022-05-31,5.042803251001165,4.074027459344333
2022-06-01,5.035263892156796,4.069124366598469
2022-06-02,5.043335529048006,4.079534543708549
2022-06-03,5.032295772171094,4.067537522698194
2022-06-06,5.036472628053261,4.065948352950344
2022-06-07,5.042615384247299,4.071974329465207
2022-06-08,5.037619605148663,4.0662663236122185
2022-06-09,5.019659193920659,4.048782557484018
2022-06-10,5.018060862576151,4.042451980053251
2022-06-13,5.000807187829023,4.041311323848641
2022-06-14,4.977884644903755,4.013506316863621
2022-06-15,4.988524872834278,4.020907516914767
2022-06-16,4.983696602710491,4.010801313155407
2022-06-17,4.983887511193547,4.0168772970899935
2022-06-21,5.006861193009427,4.038021846093776
2022-06-22,5.015041263645674,4.04540811278685
2022-06-23,5.02773566198619,4.057275153754606
2022-06-24,5.040030532446179,4.075847593108479
2022-06-27,5.041353782946742,4.073783273954952
2022-06-28,5.0271872088168985,4.063718477303839
2022-06-29,5.043635666041287,4.070917967528795
2022-06-30,5.043215508101794,4.073783273954952
2022-07-01,5.059463434975119,4.096881040921323
2022-07-05,5.057217619135758,4.079647459391625
2022-07-06,5.067167415483772,4.081699656409852
2022-07-07,5.065173531579694,4.073783273954952
2022-07-08,5.074056438576466,4.077432695884747
2022-07-11,5.065818995848387,4.074260038660037
2022-07-12,5.060112691065139,4.069961146617081
2022-07-13,5.063646370876772,4.06532290753566
2022-07-14,5.068806214881058,4.062111468738338
2022-07-15,5.069624752402143,4.067244649131591
2022-07-18,5.052770000851417,4.053551548384739
2022-07-19,5.063411238204949,4.067724605979302
2022-07-20,5.052770000851417,4.051115393602555
2022-07-21,5.054254836671085,4.048836322012431
2022-07-22,5.060761332391466,4.052577692474082
2022-07-25,5.062175424879175,4.062272390896842
2022-07-26,5.073765200310474,4.07854072308076
2022-07-27,5.072367700530172,4.075371584872867
2022-07-28,5.091131061682745,4.0918983225958625
2022-07-29,5.0918171138529935,4.0936139716142605
2022-08-01,5.103126859859295,4.099053383229271
2022-08-02,5.094841778389621,4.085320354203607
2022-08-03,5.102448432869119,4.089710491977544
2022-08-04,5.097004756728918,4.085791651332583
2022-08-05,5.089471031185775,4.081226490744711
2022-08-08,5.0854526282116765,4.074736576168853
2022-08-09,5.08918443653565,4.076006255351674
2022-08-10,5.097402729591415,4.0854775206910325
2022-08-11,5.092274251874109,4.078698894053707
2022-08-12,5.105272010906339,4.0862627905394024
2022-08-15,5.1162086777210884,4.098743518242104
2022-08-16,5.121992836753213,4.106926815797447
2022-08-17,5.12143800535697,4.104617491402896
2022-08-18,5.122436207438517,4.109844366737247
2022-08-19,5.121160519717486,4.109077342526732
2022-08-22,5.1115681755526,4.094081377058884
2022-08-23,5.111119774934877,4.095171183265667
2022-08-24,5.116097000923146,4.096570501965027
2022-08-25,5.116152749342717,4.101375577819123
2022-08-26,5.092274251874109,4.07695744175261
2022-08-29,5.089127258221487,4.070917967528795
2022-08-30,5.080493445959554,4.0616290066777125
2022-08-31,5.076322904533627,4.054524126017315
2022-09-01,5.086381865001006,4.059212540125071
2022-09-02,5.073631011191004,4.04540811278685
2022-09-06,5.06686964401305,4.0458985294302074
2022-09-07,5.088693330035389,4.06420012914101
2022-09-08,5.085340011989941,4.061146180286274
2022-09-09,5.088520101258034,4.064360650052021
2022-09-12,5.092438020537318,4.067244649131591
2022-09-13,5.054403530118979,4.0342256493180635
2022-09-14,5.061961109520746,4.039503537597942
2022-09-15,5.0452223644666585,4.025822831082596
2022-09-16,5.051771692311489,4.02599099308659
2022-09-19,5.0622573511672035,4.0335204476040944
2022-09-20,5.063382868030917,4.03201909881984
2022-09-21,5.060537326734943,4.0236368772535585
2022-09-22,5.06148661155393,4.021277069684191
2022-09-23,5.061012178514744,4.010077178157536
2022-09-26,5.060596743923947,3.997541626814021
2022-09-27,5.046005638935653,3.971456948539272
2022-09-28,5.061901773345638,3.9820429067124454
2022-09-29,5.0496134022023185,3.9748213458410375
2022-09-30,5.029301743034122,3.9650512783971434
2022-10-03,5.041417112907102,3.97623457740986
2022-10-04,5.052610041909806,3.97852659551373
2022-10-05,5.045945348402034,3.9689707961296685
2022-10-06,5.026480067657926,3.9472210363592946
2022-10-07,5.019143612183459,3.9377266528157158
2022-10-10,5.020442393583081,3.9355228605913006
2022-10-11,5.02518941006705,3.937176178507704
2022-10-12,5.06616134744335,3.9492178977323373
2022-10-13,5.096512529044361,3.9623700973023714
2022-10-14,5.070873045744939,3.9463119383201724
2022-10-17,5.085687354033976,3.959143118262504
2022-10-18,5.0990863436917415,3.9725206660603507
2022-10-19,5.089328026209081,3.963979653966424
2022-10-20,5.078307727673897,3.948129308689765
2022-10-21,5.087596052662176,3.963979653966424
2022-10-24,5.113941760721036,3.9923440181587972
2022-10-25,5.117256916080587,4.016032144520653
2022-10-26,5.121734439230535,4.023468318876993
